30 40 -2.5 -2 0.984537 0 0
30 40 -2 -1.479 0.998476 0 0
30 40 -1.479 0 0.997689 0 0
30 40 0 1.479 0.997488 0 0
30 40 1.479 2 0.996349 0 0
30 40 2 2.5 0.989916 0 0
40 50 -2.5 -2 0.98758 0 0
40 50 -2 -1.479 0.997462 0 0
40 50 -1.479 0 0.997791 0 0
40 50 0 1.479 0.998694 0 0
40 50 1.479 2 0.995228 0 0
40 50 2 2.5 0.988388 0 0
