30 40 -2.5 -2 0.990407 0 0
30 40 -2 -1.479 0.996553 0 0
30 40 -1.479 0 0.997585 0 0
30 40 0 1.479 0.996979 0 0
30 40 1.479 2 0.993927 0 0
30 40 2 2.5 0.994352 0 0
40 50 -2.5 -2 0.993238 0 0
40 50 -2 -1.479 0.995639 0 0
40 50 -1.479 0 0.997483 0 0
40 50 0 1.479 0.996576 0 0
40 50 1.479 2 0.994824 0 0
40 50 2 2.5 0.989429 0 0
