30 40 -2.5 -2 0.992525 0 0
30 40 -2 -1.479 0.994842 0 0
30 40 -1.479 0 0.99799 0 0
30 40 0 1.479 0.999195 0 0
30 40 1.479 2 0.994934 0 0
30 40 2 2.5 0.989635 0 0
40 50 -2.5 -2 0.990083 0 0
40 50 -2 -1.479 1.0002 0 0
40 50 -1.479 0 0.997687 0 0
40 50 0 1.479 0.998791 0 0
40 50 1.479 2 0.996645 0 0
40 50 2 2.5 0.98919 0 0
